Sentence,rank
"""Experience working in an Agile Development environment""
",1
"""What will you be doing in this role?""
",1
"""Design and develop E2E workflows""
",1
"""Handle critical production system concepts – high availability, reliability, and scalability""
",1
"""Solve problems, design, and create a more seamless experience for users""
",1
"""Ability to design, implement and execute automated tests""
",1
"""Responsibility for the full development cycle from the Technical Design Specification to the Unit Tests""
",1
"""Working closely and integrating with other team members and with other teams""
",1
"""The product you will be developing""
",1
"""Alma is a unified resource management that utilizes all processes and workflows for all resource types (Physical, Electronic, and Digital) in one place""
",1
"""Our team handles all of the Electronic realms, from new UI screens, system jobs, APIs, and integration with external systems""
",1
"""As a member of the team, the employee will be responsible for developing new product abilities and fixing customer-related software defects, focusing on performance""
",1
"""The job includes front-end development and the use of standard APIs for communication with back-end components""
",1
"""Hours of Work / More important information for you:""
",1
"""Our base is in the Jerusalem, Israel office, working in a hybrid model""
",1
"""This is a full-time position""
",1
"""At Ex Libris, we value our employees and are striving to create the perfect balance between work and home life""
",1
"""Join us to be part of a family-like environment; enjoy our unique culture and benefits""
",1
"""Be part of a thriving, productive community helping change the future of higher education with the state-of-the-art technology from Ex Libris""
",1
"""At Ex Libris, we work hard and have fun doing it!""
",1
"""At Clarivate, we are committed to providing equal employment opportunities for all persons with respect to hiring, compensation, promotion, training and other terms, conditions and privileges of employment""
",1
"""We comply with applicable laws and regulations governing non-discrimination in all locations""
",1
"""Seeking: Algorithm Developer to join Muze AI""
",1
"""Who Are We? Muze AI is a world-class provider of algorithmic solutions in the fields of computer vision and machine learning""
",1
"""Muze AI's core expertise is design, research, development and implementation of algorithmic engines that are based on Deep Learning and Reinforcement Learning""
",1
"""By repeatedly providing innovative, cost-effective and differentiating solutions to previously uncracked challenges, Muze AI enables its partners to break technological and business barriers""
",1
"""Muze AI is proud to have one of the best computer vision and machine learning teams in Israel, showcasing a long and proven track record delivering innovative solutions with flawless execution""
",1
"""In this role, you will:""
",1
"""Collaborate with an experienced top-notch team to solve complex computer vision and machine learning challenges for various industries and applications""
",1
"""Take responsibility over the entire algorithmic development cycle - from the stage of problem statement, through literature review, proof of concept, R&D and down to integration and evaluation""
",1
"""in engineering or exact sciences; M""
",1
"""3+ years of algorithm development experience""
",1
"""Practical experience with computer vision, signal processing, machine learning and deep learning - a significant advantage""
",1
"""Extensive experience working with Python; Experience with C++ - an advantage""
",1
"""Former experience in technological units or academic programs (e""
",1
""", 81, 8200, Talpiot, Psagot) - an advantage""
",1
"""Bright and innovative developers with a “can-do” attitude""
",1
"""Fast learners, with a focus on autodidactic capabilities""
",1
"""We offer a hybrid work environment""
",1
"""Most US-based positions can also be performed remotely (any exceptions will be noted in the Minimum Qualifications below""
",1
